Tanggal,Media,Topik,Topik_Cleaned,label,prediksi_model,cluster
1-Oct-22,Twitter,Jalan jeglong,jalan jeglong,0,1,2
2-Oct-22,Lapor Sleman,"Jalan Berlubang, Sisi Kanan Dan Sisi Kiri Jalan",jalan berlubang sisi kanan sisi kiri jalan,1,1,1
2-Oct-22,Lapor Sleman,Lampu Apill/Lampu Lalu Lintas,lampu apilllampu lalu lintas,1,1,1
2-Oct-22,Twitter,Jalan banjir,jalan banjir,1,1,1
3-Oct-22,Lapor Sleman,LAMPU PJU JOMBOR CEBONGAN UDAH LAMA MATI,lampu pju jombor cebongan lama mati,1,1,0
3-Oct-22,Twitter,Jalan banjir,jalan banjir,1,1,1
3-Oct-22,Twitter,Jalan Berlubang,jalan berlubang,1,1,2
3-Oct-22,Instagram,Apill mati,apill mati,1,1,0
3-Oct-22,Lapor Sleman,Pohon Tua Dan Rindang DLH Tolong Kami,pohon tua rindang dlh,1,1,1
3-Oct-22,Lapor Sleman,Lampu PJU Mati Semua,lampu pju mati semua,1,1,0
4-Oct-22,Twitter,PJU mati,pju mati,1,1,0
4-Oct-22,Lapor Sleman,Proyek Jalan Godean Bantuan Terlalu Lama,proyek jalan godean bantuan terlalu lama,1,1,1
5-Oct-22,Twitter,PJU mati,pju mati,1,1,0
5-Oct-22,Lapor Sleman,Banjir Di Jalan Kabupaten Sangubanyu - Kedungbanteng,banjir jalan sangubanyu kedungbanteng,1,1,1
5-Oct-22,Twitter,Pohon kering,pohon kering,1,1,1
6-Oct-22,Twitter,Pohon kering,pohon kering,1,1,1
6-Oct-22,Lapor Sleman,Polusi Asap Sampah,polusi asap sampah,1,1,1
6-Oct-22,Lapor Sleman,Jalan Rusak Parah Di Selatan Hotel Marriot,jalan rusak parah selatan hotel marriot,1,1,1
7-Oct-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
7-Oct-22,Lapor Sleman,Banjir Jl Kolombo,banjir jl kolombo,1,1,1
7-Oct-22,Lapor Sleman,Saluran Air Valet (dangkal) Mengakibatkan Air Meluap Ke Jalan Raya Pekarangan,saluran air valet dangkal mengakibatkan air meluap jalan raya pekarangan,1,1,1
8-Oct-22,Website,Pohon perindang,pohon perindang,1,1,1
8-Oct-22,Lapor Sleman,Bangjo Pamungkas Mati Saat Malam,bangjo pamungkas mati,1,1,1
8-Oct-22,Lapor Sleman,Listrik Mati,listrik mati,1,1,1
9-Oct-22,Facebook Pemkab Sleman,Permohonan LPJU,permohonan lpju,1,1,1
9-Oct-22,Lapor Sleman,PJU MATI,pju mati,1,1,0
10-Oct-22,Instagram,APILL mati,apill mati,1,1,0
11-Oct-22,Lapor Sleman,Jalan Aspal Rusak Dan Membahayakan,jalan aspal rusak membahayakan,1,1,1
11-Oct-22,Instagram,PJU MATI,pju mati,1,1,0
11-Oct-22,Lapor Sleman,Lampu Pju Padam,lampu pju padam,1,1,0
12-Oct-22,Instagram,Jalan rusak,jalan rusak,1,1,2
13-Oct-22,Lapor Sleman,Lampu LLAJ,lampu llaj,1,1,1
13-Oct-22,Website,Permohonan PJU,permohonan pju,1,1,1
13-Oct-22,Instagram,parkir mengganggu,parkir mengganggu,1,1,1
14-Oct-22,Lapor Sleman,Lampu PJU Padam,lampu pju padam,1,1,0
15-Oct-22,Lapor Sleman,Jalan Pasar Mlati Jati Macet,jalan pasar mlati jati macet,1,1,1
15-Oct-22,Instagram,Pohon perindang berbahaya,pohon perindang berbahaya,1,1,1
16-Oct-22,Lapor Sleman,Pohon Dipinggir Jalan Dekat Rumah,pohon dipinggir jalan dekat rumah,1,1,1
16-Oct-22,Lapor Sleman,Rumah Yg Kami Tinggali Banyak Dijatuhi Pohon Buah Matoa Milik Tetangga,rumah tinggali banyak dijatuhi pohon buah matoa milik tetangga,1,1,1
16-Oct-22,Lapor Sleman,"LAMPU PJU MATI, KABEL PUTUS",lampu pju mati kabel putus,1,1,0
16-Oct-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
17-Oct-22,Twitter,Pohon perindang,pohon perindang,1,1,1
17-Oct-22,Lapor Sleman,Drainase Buntu Dan Meluap Parah Saat Hujan,drainase buntu meluap parah hujan,1,1,1
17-Oct-22,Twitter,APILL ketutup ranting,apill ketutup ranting,0,1,1
18-Oct-22,Twitter,Jalan rusak,jalan rusak,1,1,2
18-Oct-22,Twitter,LPJU Mati,lpju mati,1,1,1
18-Oct-22,Lapor Sleman,JALAN BERLUBANG DAN BERGELOMBANG,jalan berlubang bergelombang,1,1,2
18-Oct-22,Lapor Sleman,Lapor Penerangan,penerangan,0,1,1
18-Oct-22,Lapor Sleman,Jalan Berlubang Di Jl. Persatuan Condongcatur,jalan berlubang jl persatuan condongcatur,1,1,1
18-Oct-22,Twitter,Air meluap di perempatan condongcatur,air meluap perempatan condongcatur,1,1,1
19-Oct-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
20-Oct-22,Lapor Sleman,JALAN TERKELUPAS BAHAYA,jalan terkelupas bahaya,1,1,1
20-Oct-22,Instagram,Selokan meluap,selokan meluap,0,1,1
20-Oct-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
20-Oct-22,Lapor Sleman,Jalan Berlubang Dan Bergelombang,jalan berlubang bergelombang,1,1,2
20-Oct-22,Facebook Grup ICJ,Jalan berlubang,jalan berlubang,1,1,2
21-Oct-22,Lapor Sleman,Pohon Besar,pohon besar,1,1,1
21-Oct-22,Twitter,Jalan Godean rusak,jalan godean rusak,1,1,1
21-Oct-22,Twitter,Jalan Kapten Haryadi rusak,jalan kapten haryadi rusak,1,1,1
22-Oct-22,Website,Karaoke mengganggu kenyamanan sekitar,karaoke mengganggu kenyamanan,0,1,1
23-Oct-22,Lapor Sleman,Jalan Rusak,jalan rusak,1,1,2
23-Oct-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
23-Oct-22,Lapor Sleman,Drainase Meluap,drainase meluap,0,1,1
23-Oct-22,Facebook Pemkab Sleman,Jalan Kaliurang rusak,jalan kaliurang rusak,1,1,1
24-Oct-22,Website,Pengelolaan sampah,pengelolaan sampah,1,1,1
24-Oct-22,Twitter,PJU MATI,pju mati,1,1,0
25-Oct-22,Twitter,Belum ada PJU,pju,1,1,0
25-Oct-22,Instagram,Jalan rusak dan kurang penerangan,jalan rusak kurang penerangan,1,1,1
25-Oct-22,Lapor Sleman,INFO PENGELOLA SAMPAH AREA CONDONG CATUR,pengelola sampah area condong catur,1,1,1
26-Oct-22,Twitter,PJU MATI,pju mati,1,1,0
26-Oct-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
26-Oct-22,Lapor Sleman,Pengangkutan Sampah Dari Depo Ke TPA,pengangkutan sampah depo tpa,1,1,1
27-Oct-22,Lapor Sleman,DEPO SAMPAH UNIT NOGOTIRTO TIDAK MENERIMA SAMPAH WARGA LANGSUNG,depo sampah unit nogotirto menerima sampah warga langsung,1,1,1
27-Oct-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
27-Oct-22,SMS Hotline,Jalan berlubang,jalan berlubang,1,1,2
27-Oct-22,Lapor.go.id,Jalan rusak,jalan rusak,1,1,2
28-Oct-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
28-Oct-22,Lapor Sleman,Pengelolaan Bank Sampah,pengelolaan bank sampah,1,1,1
28-Oct-22,Lapor.go.id,Pengelolaan Bank Sampah,pengelolaan bank sampah,1,1,1
28-Oct-22,Lapor Sleman,Kabel Membahayakan,kabel membahayakan,1,1,1
29-Oct-22,Lapor Sleman,LAMPU PJU Sedikit,lampu pju sedikit,1,1,0
29-Oct-22,Website,Wifi Padukuhan mati,wifi padukuhan mati,1,1,1
30-Oct-22,Website,Gangguan kenyamanan,gangguan kenyamanan,1,1,1
30-Oct-22,Lapor Sleman,Jalan Berlubang Didepan Halte Kopma Ugm,jalan berlubang didepan halte kopma ugm,1,1,1
30-Oct-22,Lapor Sleman,Jalan Gendol Tempel,jalan gendol tempel,0,1,1
31-Oct-22,Lapor Sleman,Sampah Liar,sampah liar,1,1,1
31-Oct-22,Twitter,Layanan pengambilan sampah,layanan pengambilan sampah,1,1,1
31-Oct-22,Twitter,Permohonan PJU,permohonan pju,1,1,1
31-Oct-22,Website,Gangguan kenyamanan,gangguan kenyamanan,1,1,1
2-Nov-22,Lapor Sleman,Penggantian Lampu PJU,penggantian lampu pju,1,1,0
2-Nov-22,Lapor Sleman,Timer PJU Padukuhan Eror,timer pju padukuhan eror,1,1,1
3-Nov-22,Lapor Sleman,Permohonan Lampu Pju,permohonan lampu pju,1,1,0
3-Nov-22,Lapor Sleman,"Tempat Pembuangan Sampah Jl.kabupaten Hanya Pengumpul Sampah Gerobak, Motor Roda3 & Mobil Saja Yang Bisa Masuk, Warga Sekitar Tidak Dapat Membuang Sampah Setiap Hari. Dan Selalu Dibuka Jam 6-7pagi. WARGA TIDAK DAPAT MEMBUANG SAMPAH",tempat pembuangan sampah jlkabupaten pengumpul sampah gerobak motor roda mobil masuk warga membuang sampah hari selalu dibuka jam warga membuang sampah,1,1,1
3-Nov-22,Lapor Sleman,Pohon Di Membahayakan,pohon membahayakan,1,1,1
3-Nov-22,Website,Sosialisasi bahaya pembakaran sampah,sosialisasi bahaya pembakaran sampah,1,1,1
3-Nov-22,Instagram,LPJU mati,lpju mati,1,1,1
5-Nov-22,Instagram,LPJU mati,lpju mati,1,1,1
6-Nov-22,Lapor Sleman,JALAN BERLUBANG DI SIDOARUM,jalan berlubang sidoarum,1,1,1
7-Nov-22,Lapor Sleman,Parkir Mobil Di Bahu Gg. Serai Nologaten,parkir mobil bahu gg serai nologaten,1,1,1
7-Nov-22,Instagram,Alamat kantor Percasi,alamat kantor percasi,1,1,1
8-Nov-22,Twitter,LPJU mati,lpju mati,1,1,1
9-Nov-22,Lapor Sleman,"Jalan Utama Desa Poton, Sariharjo, Ngaglik Sleman Rusak.",jalan utama desa poton sariharjo ngaglik rusak,1,1,1
10-Nov-22,Website,Gangguan suara,gangguan suara,1,1,1
11-Nov-22,Lapor Sleman,Gangguan ODGJ,gangguan odgj,1,1,1
11-Nov-22,Website,Gangguan kenyamanan,gangguan kenyamanan,1,1,1
11-Nov-22,Instagram,Jalan berlubang,jalan berlubang,1,1,2
12-Nov-22,Lapor Sleman,Lampu PJU Jalan Kaliurang Km 15-16 Mati,lampu pju jalan kaliurang mati,1,1,0
12-Nov-22,Lapor Sleman,Jalan Berlubang Di Jln Amarta,jalan berlubang jln amarta,1,1,2
12-Nov-22,Lapor Sleman,Jalan Langganan Genangan Bila Hujan Di Dpn Hotel Aveon,jalan langganan genangan bila hujan dpn hotel aveon,0,1,1
12-Nov-22,Facebook Pemkab Sleman,Jalan berlubang,jalan berlubang,1,1,2
13-Nov-22,Lapor Sleman,Pohon Menjorok Ke Jalan Raya,pohon menjorok jalan raya,1,1,1
13-Nov-22,Lapor Sleman,Lampu Cembung Sudah Rusak,lampu cembung rusak,1,1,1
13-Nov-22,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati,1,1,0
13-Nov-22,Lapor Sleman,Permohonan pemangkasan pohon,permohonan pemangkasan pohon,1,1,1
13-Nov-22,Instagram,Jalan berlubang,jalan berlubang,1,1,2
14-Nov-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
15-Nov-22,Lapor Sleman,Jalan berlubang,jalan berlubang,1,1,2
15-Nov-22,Lapor Sleman,Suara Mesin Diesel Pencacah Plastik Berisik Sekali,suara mesin diesel pencacah plastik berisik sekali,1,1,1
15-Nov-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
16-Nov-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
16-Nov-22,Website,Pengolahan sampah yang menimbulkan polusi,pengolahan sampah menimbulkan polusi,1,1,1
16-Nov-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
16-Nov-22,Twitter,PJU mati,pju mati,1,1,0
16-Nov-22,Twitter,Jalur lambat jalan padjajaran,jalur lambat jalan padjajaran,1,1,1
16-Nov-22,Twitter,Drainase jalan padjajaran,drainase jalan padjajaran,0,1,1
17-Nov-22,Lapor Sleman,Jalan Padjajaran Hingga DEPAN AMIKOM BANJIR,jalan padjajaran hingga depan amikom banjir,1,1,1
17-Nov-22,Lapor.go.id,"Banjir di Jalan Perumnas Condongsari, Ngropoh, Condongcatur, Depok, Sleman, DIY",banjir jalan perumnas condongsari ngropoh condongcatur depok diy,1,1,1
17-Nov-22,Twitter,Sampah di pinggir jalan,sampah pinggir jalan,1,1,1
17-Nov-22,SMS Hotline,Drainase jalan padjajaran,drainase jalan padjajaran,0,1,1
17-Nov-22,Lapor Sleman,Selokan Mampet Total,selokan mampet total,1,1,1
17-Nov-22,Lapor Sleman,Lampu PJU Flyover Padam,lampu pju flyover padam,1,1,1
17-Nov-22,Lapor Sleman,Air Menggenang,air menggenang,1,1,1
18-Nov-22,Lapor Sleman,Jalanan Rusak,jalanan rusak,1,1,1
18-Nov-22,Twitter,Jalan Padjajaran berlubang,jalan padjajaran berlubang,1,1,2
18-Nov-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
18-Nov-22,Website,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
18-Nov-22,Instagram,Jalur lambat jalan padjajaran,jalur lambat jalan padjajaran,1,1,1
19-Nov-22,Twitter,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
19-Nov-22,Twitter,Informasi jasa pengambilan sampah,jasa pengambilan sampah,1,1,1
20-Nov-22,Lapor Sleman,Lampu Jalan Jombor - Kronggahan Mati Lagi,lampu jalan jombor kronggahan mati,1,1,1
20-Nov-22,Lapor Sleman,Bau Limbah Ternak Babi,bau limbah ternak babi,1,1,1
20-Nov-22,Twitter,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
20-Nov-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
20-Nov-22,Website,PJU mati,pju mati,1,1,0
21-Nov-22,Twitter,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
21-Nov-22,Facebook Pemkab Sleman,PJU mati,pju mati,1,1,0
21-Nov-22,Lapor Sleman,Lampu Pju Mati,lampu pju mati,1,1,0
22-Nov-22,Website,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
22-Nov-22,Twitter,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
22-Nov-22,Website,Gangguan kenyamanan,gangguan kenyamanan,1,1,1
23-Nov-22,Lapor Sleman,Pohon Pelindung Terlalu Rimbun,pohon pelindung terlalu rimbun,1,1,1
23-Nov-22,Instagram,Pembersihan sampah dilapangan denggung,pembersihan sampah dilapangan denggung,1,1,1
23-Nov-22,Website,Jalan berlubang,jalan berlubang,1,1,2
23-Nov-22,Twitter,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
24-Nov-22,Twitter,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
25-Nov-22,Lapor Sleman,Pemangkasan Pohon,pemangkasan pohon,1,1,1
25-Nov-22,Website,Jalan magelang banjir,jalan magelang banjir,1,1,1
25-Nov-22,Website,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
25-Nov-22,Lapor Sleman,Jalan Berlubang Besar Dan Dalam,jalan berlubang besar,1,1,2
25-Nov-22,Twitter,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
25-Nov-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
25-Nov-22,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
26-Nov-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
26-Nov-22,Lapor Sleman,Parkir Tanpa Ijin Daerah,parkir ijin,1,1,1
27-Nov-22,Lapor Sleman,Pembangunan Spbu Mangkrak Berbahaya Untuk Lingkungan,pembangunan spbu mangkrak berbahaya lingkungan,1,1,1
27-Nov-22,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati,1,1,0
27-Nov-22,Instagram,LPJU ring road dan Jalan kabupaten berlubang,lpju ring road jalan berlubang,1,1,1
27-Nov-22,Instagram,Jalan berlubang,jalan berlubang,1,1,2
28-Nov-22,Twitter,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
28-Nov-22,Instagram,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
28-Nov-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
29-Nov-22,Lapor Sleman,Laporan Jalan Berlubang Di Jl. Pulowatu-Turi,laporan jalan berlubang jl pulowatuturi,1,1,2
29-Nov-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
30-Nov-22,Lapor Sleman,Pohon Perindang Ringroad Dowangan,pohon perindang ringroad dowangan,1,1,1
30-Nov-22,Twitter,Jalan provinsi belubang,jalan provinsi belubang,1,1,1
1-Dec-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
1-Dec-22,Lapor.go.id,Tenaga Parkir Pasar Caturtunggal Yg Tidak Sesuai UMR,tenaga parkir pasar caturtunggal sesuai umr,1,1,1
1-Dec-22,Twitter,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
2-Dec-22,Lapor Sleman,"Jalan Berlubang, Gorong Gorong Ambles Dan Jalan Sempit",jalan berlubang gorong gorong ambles jalan sempit,1,1,1
2-Dec-22,Lapor Sleman,Jalan Asem Gede Sudah Tidak Layak Dilewati,jalan asem gede layak dilewati,0,1,1
2-Dec-22,Twitter,Jalan provinsi berlubang,jalan provinsi berlubang,1,1,2
2-Dec-22,Lapor Sleman,Jalan Rusak Dan Berlubang,jalan rusak berlubang,1,1,2
3-Dec-22,Lapor Sleman,Live Musik Cafe Bawah Langit Setiap Hari Yang Menggangu Warga Dan Membuat Kebisingan Yang Berlokasi Di Jl. Kaliurang Timur Gantalan Minomartani Ngaglik Sleman,live musik cafe bawah langit hari menggangu warga membuat kebisingan berlokasi jl kaliurang timur gantalan minomartani ngaglik,1,1,1
3-Dec-22,Instagram,Gangguan parkir,gangguan parkir,1,1,1
4-Dec-22,Twitter,Parkir Hotel grand tjokro di jalan affandi,parkir hotel grand tjokro jalan affandi,1,1,1
4-Dec-22,Facebook Pemkab Sleman,Informsai lokasi pembuangan sampah,informsai lokasi pembuangan sampah,1,1,1
5-Dec-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
5-Dec-22,Lapor Sleman,BANJIR,banjir,1,1,1
5-Dec-22,Instagram,Jalan berlubang,jalan berlubang,1,1,2
6-Dec-22,SMS Hotline,Parkir dijalan sempit,parkir dijalan sempit,1,1,1
6-Dec-22,Lapor Sleman,Lampu Mati,lampu mati,1,1,0
6-Dec-22,Lapor Sleman,Jalan Berlubang Sepanjang Jalan Kapten Haryadi Dan Jalan Umbul Permai,jalan berlubang sepanjang jalan kapten haryadi jalan umbul permai,1,1,2
8-Dec-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
9-Dec-22,Lapor Sleman,Sering Terjadi Kecelakaan Lalu Lintas Di Ruas Jalan Raya Purwomartani,sering terjadi kecelakaan lalu lintas ruas jalan raya purwomartani,1,1,1
9-Dec-22,Website,Jalan Rusak Dan Berlubang,jalan rusak berlubang,1,1,2
10-Dec-22,Lapor Sleman,Lampu PJU Depan Griya Kuantan Sampai Terminal Jombor Mati,lampu pju depan griya kuantan terminal jombor mati,1,1,1
10-Dec-22,Website,Jalan Rusak Dan Berlubang,jalan rusak berlubang,1,1,2
10-Dec-22,Lapor.go.id,Jalan rusak berlubang,jalan rusak berlubang,1,1,2
12-Dec-22,Lapor.go.id,"Pengaduan Jalan Rusak di Gg. Megatruh, Pogung Kidul, Sinduadi, Mlati",pengaduan jalan rusak gg megatruh pogung kidul sinduadi mlati,1,1,1
12-Dec-22,Lapor Sleman,PJU mati,pju mati,1,1,0
14-Dec-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
14-Dec-22,Lapor Sleman,Jalan Berlubang / Retak,jalan berlubang retak,1,1,1
16-Dec-22,Twitter,Jalan rusak,jalan rusak,1,1,2
17-Dec-22,Twitter,Jalan rusak,jalan rusak,1,1,2
17-Dec-22,Lapor Sleman,Lampu PJU Depan Griya Kuantan Bolak Balik Mati,lampu pju depan griya kuantan bolak balik mati,1,1,0
17-Dec-22,Lapor Sleman,Lampu Pengatur Lalu Lintas Mati Di Saat Jam Normal,lampu pengatur lalu lintas mati jam normal,1,1,1
18-Dec-22,Lapor Sleman,Taman Lapangan Denggung Menjadi Berbahaya,taman lapangan denggung menjadi berbahaya,1,1,1
19-Dec-22,Website,Permohonan pemangkasan pohon,permohonan pemangkasan pohon,1,1,1
19-Dec-22,Lapor Sleman,"Bau Sampah , Bau Asap Plastik & Lingkungan Tidak Sehat Serta Kumuh",bau sampah bau asap plastik lingkungan sehat kumuh,1,1,1
20-Dec-22,Instagram,Penyebrangan di jalan solo berbahaya dan minim penerangan,penyebrangan jalan solo berbahaya minim penerangan,1,1,1
21-Dec-22,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati,1,1,0
22-Dec-22,Lapor Sleman,Lampu PJU Padam,lampu pju padam,1,1,0
22-Dec-22,Lapor Sleman,Lampu Penerangan Jalan Umum Mati,lampu penerangan jalan umum mati,1,1,0
23-Dec-22,Twitter,APILL mati,apill mati,1,1,0
23-Dec-22,Lapor.go.id,KTP Lama Jadi,ktp lama jadi,1,1,1
24-Dec-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
25-Dec-22,Lapor Sleman,Galian Ambles Karena Air Hujan,galian ambles air hujan,1,1,1
25-Dec-22,Website,Jalan berlubang,jalan berlubang,1,1,2
26-Dec-22,Lapor Sleman,Tebang Pohon,tebang pohon,1,1,1
26-Dec-22,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
26-Dec-22,Twitter,LPJU mati,lpju mati,1,1,1
26-Dec-22,Twitter,Jalan berlubang,jalan berlubang,1,1,2
27-Dec-22,Lapor Sleman,Saluran Irigasi Mampet,saluran irigasi mampet,1,1,1
27-Dec-22,Lapor Sleman,"Lubang Drainase Mampet ,tidak Berjalan Lancar",lubang drainase mampet berjalan lancar,1,1,1
27-Dec-22,Lapor Sleman,Tarif Parkir Mahal,tarif parkir mahal,1,1,1
27-Dec-22,Instagram,LPJU mati,lpju mati,1,1,1
27-Dec-22,Facebook Pemkab Sleman,LPJU mati,lpju mati,1,1,1
27-Dec-22,Instagram,Listrik padam,listrik padam,1,1,1
28-Dec-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1,1,2
28-Dec-22,Lapor Sleman,Drainase Di Jl Raya Kayen-Blotan,drainase jl raya kayenblotan,0,1,1
28-Dec-22,Lapor.go.id,"Infrastruktur jalan utama Berbah-Kalasan Kab. Sleman butuh perbaikan dan pengaspalan kembali karena kondisi sudah banyak yg berlubang, bergelombang tidak rata dan rusak sudah lama namun belum pernah ada tindak lanjut perubahan dan perbaikan sampai sekarang.",infrastruktur jalan utama berbahkalasan kab butuh perbaikan pengaspalan kondisi banyak berlubang bergelombang rata rusak lama pernah perubahan perbaikan sekarang,1,1,1
28-Dec-22,Lapor.go.id,Lampu Lalin Mati 2 Sisi,lampu lalin mati sisi,1,1,1
28-Dec-22,Lapor Sleman,Penerangan Lampu Jalan,penerangan lampu jalan,1,1,1
28-Dec-22,Twitter,LPJU mati di jalan jogja solo,lpju mati jalan solo,1,1,1
29-Dec-22,Lapor Sleman,Rawan Kecelakaan,rawan kecelakaan,1,1,1
29-Dec-22,Lapor Sleman,Lampu Rambu Hati Hati,lampu rambu hati hati,1,1,1
29-Dec-22,Lapor Sleman,Lampu Jalan Mati,lampu jalan mati,1,1,0
29-Dec-22,Twitter,Jalan gelap tidak ada LPJU,jalan gelap lpju,1,1,1
30-Dec-22,Lapor Sleman,Mati Listrik,mati listrik,1,1,1
31-Dec-22,Lapor Sleman,Jalan Rusak Parah,jalan rusak parah,1,1,1
31-Dec-22,Lapor Sleman,Update Parkir Di Bahu Jalan GG. Serai Nologaten,update parkir bahu jalan gg serai nologaten,1,1,1
2-Jan-23,Twitter,LPJU mati hidup,lpju mati hidup,1,1,1
2-Jan-23,Instagram,Jalan berlubang,jalan berlubang,1,1,2
2-Jan-23,Lapor Sleman,Lampu OJU Belum Juga Diperbaiki...jalan Umum Masih Gelap,lampu oju diperbaikijalan umum gelap,1,1,1
3-Jan-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
3-Jan-23,Lapor Sleman,Keluhan Pelayanan,keluhan pelayanan,1,1,1
4-Jan-23,Twitter,Jalan rusak,jalan rusak,1,1,2
4-Jan-23,Instagram,Parkir samsat,parkir samsat,1,1,1
4-Jan-23,Instagram,Jalan kaliurnag berlubang mengakibatkan kecelakaan,jalan kaliurnag berlubang mengakibatkan kecelakaan,1,1,1
4-Jan-23,Instagram,Peraturan pembuangan sampah,peraturan pembuangan sampah,1,1,1
5-Jan-23,Lapor Sleman,Resapan Air Tidak Berfungsi Optimal,resapan air berfungsi optimal,1,1,1
5-Jan-23,Lapor Sleman,"Jalan Rusak, Drainase Mampet",jalan rusak drainase mampet,1,1,1
5-Jan-23,Lapor Sleman,Lampu Jalan Mati,lampu jalan mati,1,1,0
6-Jan-23,Twitter,Pohon kering,pohon kering,1,1,1
7-Jan-23,Twitter,Aduan LPJU,aduan lpju,1,1,1
7-Jan-23,Lapor Sleman,Bau Asap Pembakaran & Sampah Lingkungan Tidak Sehat.,bau asap pembakaran sampah lingkungan sehat,1,1,1
7-Jan-23,Website,Pembakaran lahan,pembakaran lahan,1,1,1
7-Jan-23,Twitter,Jalan berlubang,jalan berlubang,1,1,2
8-Jan-23,Website,Parkir pasar godean,parkir pasar godean,1,1,1
8-Jan-23,Facebook Pemkab Sleman,LPJU mati,lpju mati,1,1,1
9-Jan-23,Facebook Pemkab Sleman,Jalan berlubang,jalan berlubang,1,1,2
9-Jan-23,Website,Permohonan pemangkasan pohon,permohonan pemangkasan pohon,1,1,1
9-Jan-23,Lapor Sleman,Lampu PJU Mati Lama,lampu pju mati lama,1,1,0
10-Jan-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
10-Jan-23,Lapor Sleman,Pju Mati,pju mati,1,1,0
11-Jan-23,Lapor Sleman,Pohon Kropos,pohon kropos,1,1,1
11-Jan-23,Lapor Sleman,Pohon Tumbuh Ke Atas Jalan Kaliurang,pohon tumbuh atas jalan kaliurang,1,1,1
12-Jan-23,Lapor Sleman,"Jembatan Selokan Mataram Beluran-kweden , Bertahun Tahun Konsisten Rusak Parah Tanpa Tersentuh Dinas Terkait",jembatan selokan mataram belurankweden bertahun tahun konsisten rusak parah tersentuh dinas terkait,1,1,1
12-Jan-23,SMS Hotline,Jalan berlubang,jalan berlubang,1,1,2
12-Jan-23,Lapor Sleman,Sampah Menumpuk Di Titik-titik Ring Road.,sampah menumpuk titiktitik ring road,1,1,1
13-Jan-23,Twitter,Pohon perindang,pohon perindang,1,1,1
13-Jan-23,Lapor Sleman,Pohon Pinggir Jalan Menganggu,pohon pinggir jalan menganggu,1,1,1
14-Jan-23,Lapor Sleman,Lampu Penerangan Jalan Mati Di Jl Pasar Jambon,lampu penerangan jalan mati jl pasar jambon,1,1,1
14-Jan-23,Lapor Sleman,Ada Sarang Tawon Berbahaya,sarang tawon berbahaya,1,1,1
14-Jan-23,Lapor Sleman,Pohon Lapangan Tempel Sudah Waktunya Dipangkas,pohon lapangan tempel waktunya dipangkas,1,1,1
15-Jan-23,Lapor Sleman,Jalan Berlobang Rusak Parah,jalan berlobang rusak parah,1,1,1
15-Jan-23,Lapor Sleman,"Permohonan Pemotongan/pemangkasan Pohon Di Jalan Rajawali, Condongcatur",permohonan pemotonganpemangkasan pohon jalan rajawali condongcatur,1,1,1
